"BusNum","BusNum.1","LineCircuit","BranchDeviceType","ConsolidateBranch","LineStatus","NormLineStatus","SeriesCapStatus","LineMeter","LineR","LineX","LineC","LineG","LineLength","LineMonEle"
10034,10035,1,"Line","","Closed","Closed","NO",10034,0.00151801839891786,0.00117415675197045,0,0,0,"YES"
10034,10036,1,"Line","","Closed","Closed","NO",10034,0.00187077261766122,0.00136172961157174,0,0,0,"YES"
11071,10036,1,"Line","","Closed","Closed","NO",11071,0.00377008775627432,0.00286767320356376,0.000171266633459653,0,1.02378344535828,"YES"
10037,10041,1,"Line","","Closed","Closed","NO",10037,0.0261600213008837,0.021825175381015,0.00658603115633544,0,19.0156650543213,"YES"
10037,10053,1,"Line","","Closed","Closed","NO",10037,0.0456881776723668,0.0335859335467184,0.0158008909393404,0,33.8580360412598,"YES"
10929,10037,1,"Line","","Closed","Closed","NO",10929,0.0331394333971689,0.0202081376455356,0.000498252248468854,0,4.96488571166992,"YES"
10038,10039,1,"Line","","Closed","Closed","NO",10038,0.00208369074416696,0.00124772575541198,0,0,0,"YES"
10040,10039,1,"Line","","Closed","Closed","NO",10040,0.0216600659657491,0.0204773503460087,0.000916380915862894,0,6.13630485534668,"YES"
10040,10061,1,"Line","","Closed","Closed","NO",10040,0.034178973366196,0.0246276432492898,0.00213371092204871,0,10.0776920318604,"YES"
10045,10041,1,"Line","","Closed","Closed","NO",10045,0.0430943804714811,0.0428727293480396,0.000882007762235503,0,9.20311260223389,"YES"
10041,10757,1,"Line","","Closed","Closed","NO",10041,0.0283201133855333,0.0225772663438038,0.00620723541934259,0,17.4704246520996,"YES"
10112,10042,1,"Line","","Closed","Closed","NO",10112,0.0505046947143101,0.0382615805510221,0.00176315692175038,0,11.5247497558594,"YES"
10042,10858,1,"Line","","Closed","Closed","NO",10042,0.00956479950997065,0.00439543863729513,8.89133072211499e-05,0,0.95007449388504,"YES"
10043,10044,1,"Line","","Closed","Closed","NO",10043,0.00177037919135996,0.00134042694572688,0,0,0,"YES"
10065,10043,1,"Line","","Closed","Closed","NO",10065,0.03161927545074,0.0310421798156082,0.000963779567345817,0,8.18725204467773,"YES"
10043,10731,1,"Line","","Closed","Closed","NO",10043,0.0621205453435353,0.0566985945135591,0.00163516688976874,0,14.4269561767578,"YES"
10046,10047,1,"Line","","Closed","Closed","NO",10046,0.00166686568307627,0.00115916125053527,0,0,0,"YES"
10049,10046,1,"Line","","Closed","Closed","NO",10049,0.0103022843697193,0.00740833206736998,0.000257504316698817,0,2.07709264755249,"YES"
10046,10053,1,"Line","","Closed","Closed","NO",10046,0.03141715253348,0.0312727158516602,0.000551953382320509,0,6.67976713180542,"YES"
10046,10060,1,"Line","","Closed","Closed","NO",10046,0.0226561265358588,0.0197598907296689,0.000342279364654746,0,3.88219428062439,"YES"
10048,10049,1,"Line","","Closed","Closed","NO",10048,0.00176015311580218,0.00121105155014187,0,0,0,"YES"
10048,10050,1,"Line","","Closed","Closed","NO",10048,0.00165118909596458,0.00117908965872379,0,0,0,"YES"
10049,10858,1,"Line","","Closed","Closed","NO",10049,0.0659588435253339,0.0552538766217915,0.00258955895776604,0,19.2625694274902,"YES"
10051,10052,1,"Line","","Closed","Closed","NO",10051,0.00201190416135203,0.00132402307433104,0,0,0,"YES"
10051,10106,1,"Line","","Closed","Closed","NO",10051,0.087183990808395,0.0603897909153648,0.00486641938060716,0,26.4514141082764,"YES"
10054,10087,1,"Line","","Closed","Closed","NO",10054,0.0739745992216989,0.0595999564937824,0.00464937853241791,0,23.7150230407715,"YES"
10055,10056,1,"Line","","Closed","Closed","NO",10055,0.00225478583190005,0.00116699397070399,0,0,0,"YES"
10071,10056,1,"Line","","Closed","Closed","NO",10071,0.0132476760079507,0.015139306067953,0.000965367235708344,0,5.91782903671265,"YES"
10056,10111,1,"Line","","Closed","Closed","NO",10056,0.0434724160806329,0.0357495344074456,0.00534325447813421,0,22.1744518280029,"YES"
10057,10059,1,"Line","","Closed","Closed","NO",10057,0.00178730732375798,0.00123442864541111,0,0,0,"YES"
10060,10058,1,"Line","","Closed","Closed","NO",10060,0.0123125141693982,0.012578260207797,0.000622077125629726,0,4.331946849823,"YES"
10058,10072,1,"Line","","Closed","Closed","NO",10058,0.0135965693379113,0.0153450372415825,0.00025126173923508,0,2.88393950462341,"YES"
10058,10099,1,"Line","","Closed","Closed","NO",10058,0.0246490889182352,0.0243505453893409,0.00269981467180154,0,11.2201662063599,"YES"
10059,10462,1,"Line","","Closed","Closed","NO",10059,0.00857545307089706,0.016568858298085,0.051660773472602,0,46.1594047546387,"YES"
10857,10059,1,"Line","","Closed","Closed","NO",10857,0.00631177228865299,0.0108701974669957,0.0142895528655913,0,18.2345867156982,"YES"
10061,10133,1,"Line","","Closed","Closed","NO",10061,0.0194826133827233,0.0157903357841653,0.000922496490817932,0,5.74611282348633,"YES"
10062,10063,1,"Line","","Closed","Closed","NO",10062,0.00190376985830265,0.00117591801706372,0,0,0,"YES"
10062,10064,1,"Line","","Closed","Closed","NO",10062,0.00198188990568702,0.00129687797405784,0,0,0,"YES"
10065,10063,1,"Line","","Closed","Closed","NO",10065,0.0231158873277558,0.0208486591667299,0.000484328999061132,0,4.59123086929321,"YES"
10063,10149,1,"Line","","Closed","Closed","NO",10063,0.0277242557700993,0.0277631970343992,0.00112797202749223,0,8.56048202514648,"YES"
10065,10068,1,"TransformerWinding","","Closed","Closed","NO",10065,0.00634477128554109,0.0295699473404907,0,0,0,"YES"
10066,10068,1,"TransformerWinding","","Closed","Closed","NO",10066,0.0636216796259875,0.296510146564995,0,0,0,"YES"
10067,10068,1,"TransformerWinding","","Closed","Closed","NO",10067,0.0636216796259875,0.296510146564995,0,0,0,"YES"
10069,10074,1,"Line","","Closed","Closed","NO",10069,0.0447120733332179,0.0386465364338545,0.000863437926706509,0,8.74131870269775,"YES"
10781,10069,1,"Line","","Closed","Closed","NO",10781,0.0220339392702826,0.0157968874869762,0.000750178130677218,0,5.38845491409302,"YES"
10070,10090,1,"Line","","Closed","Closed","NO",10070,0.0206201343537136,0.0210042069937067,0.00120963998373351,0,7.48191499710083,"YES"
10095,10070,1,"Line","","Closed","Closed","NO",10095,0.026198323284605,0.0257841375864953,0.000699895070006698,0,6.12409353256226,"YES"
10112,10071,1,"Line","","Closed","Closed","NO",10112,0.0254870486502247,0.0194808387028901,0.00178196288330283,0,8.66329765319824,"YES"
10071,10153,1,"Line","","Closed","Closed","NO",10071,0.0223706855201199,0.0181503079373094,0.00737939431858587,0,18.2973537445068,"YES"
10072,10073,1,"Line","","Closed","Closed","NO",10072,0.00225539349324938,0.00130590716657916,0,0,0,"YES"
10072,10155,1,"Line","","Closed","Closed","NO",10072,0.0424591249744009,0.0341150846816471,0.000514375299150505,0,6.69367218017578,"YES"
10074,10075,1,"Line","","Closed","Closed","NO",10074,0.00171903147804512,0.00126018236498895,0,0,0,"YES"
13154,10074,1,"Line","","Closed","Closed","NO",13154,0.0599947632939162,0.0582427330507256,0.00118506725886264,0,12.1042222976685,"YES"
10076,10133,1,"Line","","Closed","Closed","NO",10076,0.00997929919069905,0.00735795127067333,0.00215193859062466,0,6.35415506362915,"YES"
10077,10092,1,"Line","","Closed","Closed","NO",10077,0.0169564053351009,0.0131125418332967,0.000353869268349108,0,3.1191132068634,"YES"
10077,10097,1,"Line","","Closed","Closed","NO",10077,0.0547806811798021,0.0344120045996592,0.00632867502635558,0,23.3079471588135,"YES"
10077,10137,1,"Line","","Closed","Closed","NO",10077,0.0449963815698519,0.0262094674549931,0.00227778122528013,0,11.9310684204102,"YES"
10077,13292,1,"Line","","Closed","Closed","NO",10077,0.0184179169363325,0.0170543435430938,0.000649657289087123,0,5.06712627410889,"YES"
10078,10081,1,"TransformerWinding","","Closed","Closed","NO",10078,0.0118328384183372,0.0998983268188161,0,0,0,"YES"
10078,10838,1,"Line","","Closed","Closed","NO",10078,0.00721660945494084,0.0138677267152011,0.0501539773483334,0,35.6922645568848,"YES"
10079,10081,1,"TransformerWinding","","Closed","Closed","NO",10079,-0.00691711978299198,-0.0583975424466439,0,0,0,"YES"
10079,10124,1,"Line","","Closed","Closed","NO",10079,0.0229436346539334,0.0200458925699161,0.000441673247360338,0,4.77239227294922,"YES"
10140,10079,1,"Line","","Closed","Closed","NO",10140,0.0226268200476036,0.0207531703991695,0.0024821323718909,0,10.7860078811646,"YES"
10080,10081,1,"TransformerWinding","","Closed","Closed","NO",10080,0.031317099160441,0.26439350675182,0,0,0,"YES"
10082,10083,1,"Line","","Closed","Closed","NO",10082,0.00211411464436876,0.00122065877900437,0,0,0,"YES"
10113,10082,1,"Line","","Closed","Closed","NO",10113,0.0152587347560599,0.0188498354510195,0.000341792453202839,0,3.91152000427246,"YES"
10082,10121,1,"Line","","Closed","Closed","NO",10082,0.015992301429478,0.0116142213380189,0.000555697421757116,0,3.89550566673279,"YES"
10084,10085,1,"Line","","Closed","Closed","NO",10084,0.00170472465357402,0.00135487718538779,0,0,0,"YES"
10084,10086,1,"Line","","Closed","Closed","NO",10084,0.00155948228524559,0.00115536368153421,0,0,0,"YES"
10086,10136,1,"Line","","Closed","Closed","NO",10086,0.0199334102915943,0.0206680667547841,0.000757421931801769,0,5.97093677520752,"YES"
10086,10216,1,"Line","","Closed","Closed","NO",10086,0.0778657253034626,0.0629770735520827,0.00319295075367602,0,21.2438564300537,"YES"
10087,10121,1,"Line","","Closed","Closed","NO",10087,0.0564131686635238,0.0401978152782987,0.00142394692139299,0,11.8942098617554,"YES"
10203,10087,1,"Line","","Closed","Closed","NO",10203,0.0356913932897777,0.0368341654901997,0.00199537340519703,0,13.5296087265015,"YES"
10088,10089,1,"Line","","Closed","Closed","NO",10088,0.00191552705166422,0.00129074886249939,0,0,0,"YES"
10088,10128,1,"Line","","Closed","Closed","NO",10088,0.0122102215818494,0.0104754761009635,0.000190901878922736,0,2.21284627914429,"YES"
10088,10149,1,"Line","","Closed","Closed","NO",10088,0.0158167470119079,0.0138809692455151,0.00044410681134243,0,3.65511202812195,"YES"
10088,10227,1,"Line","","Closed","Closed","NO",10088,0.0401519683057328,0.0332368975190223,0.00272915978651926,0,15.2003736495972,"YES"
10090,10138,1,"Line","","Closed","Closed","NO",10090,0.0249709351712872,0.0199627966018576,0.000352512793873776,0,4.40645027160645,"YES"
10090,10149,1,"Line","","Closed","Closed","NO",10090,0.0552606739333878,0.0379739862681446,0.000886516145788652,0,9.61945247650146,"YES"
10137,10091,1,"Line","","Closed","Closed","NO",10137,0.00869429564898176,0.00912431528391506,0.000319370379498029,0,2.58716869354248,"YES"
10091,10176,1,"Line","","Closed","Closed","NO",10091,0.0260269575153532,0.0225209914760142,0.00211461821157425,0,10.0611343383789,"YES"
10091,10954,1,"Line","","Closed","Closed","NO",10091,0.0228446964975327,0.0157436829941236,0.00308222182856712,0,11.4478025436401,"YES"
10092,10148,1,"Line","","Closed","Closed","NO",10092,0.0206032656044062,0.0187307789606069,0.000633552288654147,0,4.98278427124023,"YES"
10092,10173,1,"Line","","Closed","Closed","NO",10092,0.0408009084768997,0.0318731095308753,0.00214092129424972,0,12.8434238433838,"YES"
10093,13144,1,"Line","","Closed","Closed","NO",10093,0.0710442665205769,0.0836489394811527,0.00219127155527679,0,22.5060348510742,"YES"
10093,13147,1,"Line","","Closed","Closed","NO",10093,0.0252585100267354,0.018862463692308,0.00447415808960133,0,13.1437768936157,"YES"
10093,13182,1,"Line","","Closed","Closed","NO",10093,0.0308998957379574,0.0248697009502328,0.000407295127345742,0,4.73572111129761,"YES"
10093,13204,1,"Line","","Closed","Closed","NO",10093,0.0264749514545319,0.019713099885125,0.00136382445438911,0,8.23897457122803,"YES"
13292,10093,1,"Line","","Closed","Closed","NO",13292,0.0196806319515053,0.0142447674732394,0.000396567080211898,0,3.70260310173035,"YES"
10094,10095,1,"Line","","Closed","Closed","NO",10094,0.00172509722476215,0.0012232578690467,0,0,0,"YES"
10094,10096,1,"Line","","Closed","Closed","NO",10094,0.00153248899339134,0.00120706977469745,0,0,0,"YES"
10133,10095,1,"Line","","Closed","Closed","NO",10133,0.02107825305497,0.0210738463934633,0.000852869591735034,0,6.94664669036865,"YES"
10095,11010,1,"Line","","Closed","Closed","NO",10095,0.0695894831003548,0.0573673262415642,0.00638185989569439,0,29.5029888153076,"YES"
10097,10954,1,"Line","","Closed","Closed","NO",10097,0.040435120932055,0.0357473233950302,0.000761265298982505,0,8.29538822174072,"YES"
10098,10099,1,"Line","","Closed","Closed","NO",10098,0.00219447807734881,0.00130661362571311,0,0,0,"YES"
10155,10099,1,"Line","","Closed","Closed","NO",10155,0.0128880704513998,0.0109263342802831,0.00111305580890174,0,5.77452754974365,"YES"
10100,10101,1,"Line","","Closed","Closed","NO",10100,0.00164020970034891,0.00120257551204565,0,0,0,"YES"
10100,10102,1,"Line","","Closed","Closed","NO",10100,0.00206729464474586,0.00133505847166808,0,0,0,"YES"
13260,10101,1,"Line","","Closed","Closed","NO",13260,0.0103385991603286,0.00761578678189741,0.000691609355097186,0,3.52134490013123,"YES"
13301,10101,1,"Line","","Closed","Closed","NO",13301,0.0119598914496246,0.00727344425717928,0.000199501606507479,0,1.83915960788727,"YES"
13314,10101,1,"Line","","Closed","Closed","NO",13314,0.00457286284238942,0.00430652484917685,0.000138546447623817,0,1.17819392681122,"YES"
10103,10104,1,"Line","","Closed","Closed","NO",10103,0.00221392192334245,0.00119544737817848,0,0,0,"YES"
10103,10105,1,"Line","","Closed","Closed","NO",10103,0.00190023782670965,0.00128746485089566,0,0,0,"YES"
10131,10105,1,"Line","","Closed","Closed","NO",10131,0.00247802915213525,0.00235615157505932,0.000118205632667959,0,0.718383014202118,"YES"
10148,10105,1,"Line","","Closed","Closed","NO",10148,0.00843870555796715,0.00818890774068897,0.000216038956634983,0,2.00867819786072,"YES"
13285,10105,1,"Line","","Closed","Closed","NO",13285,0.0141022840802899,0.0112071970684398,0.00084358573574987,0,4.90703725814819,"YES"
10106,10215,1,"Line","","Closed","Closed","NO",10106,0.0485378248887748,0.0562288453414238,0.00111286064701,0,12.0928182601929,"YES"
10107,10108,1,"Line","","Closed","Closed","NO",10107,0.00159424115106683,0.00133922886808938,0,0,0,"YES"
10107,10109,1,"Line","","Closed","Closed","NO",10107,0.00220065545549508,0.00117867977597688,0,0,0,"YES"
10108,10186,1,"Line","","Closed","Closed","NO",10108,0.0355620913846238,0.0279190937432963,0.000966113906336619,0,7.28559541702271,"YES"
10203,10108,1,"Line","","Closed","Closed","NO",10203,0.0329183149158789,0.0321235532401858,0.00160300045610642,0,11.1587333679199,"YES"
10110,10111,1,"Line","","Closed","Closed","NO",10110,0.00166666162916579,0.00125456868366021,0,0,0,"YES"
10111,10213,1,"Line","","Closed","Closed","NO",10111,0.060312538567177,0.0681345414710417,0.002776317037333,0,20.4095554351807,"YES"
10113,10114,1,"Line","","Closed","Closed","NO",10113,0.00169121132330349,0.00128632416219367,0,0,0,"YES"
10113,10128,1,"Line","","Closed","Closed","NO",10113,0.0283911518072649,0.0198135072456482,0.00578856774480739,0,15.7930755615234,"YES"
10128,10115,1,"Line","","Closed","Closed","NO",10128,0.0274385460486192,0.0188483157813051,0.000354839049641263,0,4.20657825469971,"YES"
10140,10115,1,"Line","","Closed","Closed","NO",10140,0.0129103440498475,0.0129042914325491,0.000229462844371837,0,2.6652717590332,"YES"
10118,10116,1,"Line","","Closed","Closed","NO",10118,0.0234462619146584,0.0218584154805423,0.000626178676443304,0,5.94938564300537,"YES"
10116,10397,1,"Line","","Closed","Closed","NO",10116,0.0586644907379203,0.0422033897521488,0.0054461591170815,0,23.6211833953857,"YES"
10116,10795,1,"Line","","Closed","Closed","NO",10116,0.0708750205410611,0.0636407925104101,0.00187408491335889,0,15.2407855987549,"YES"
10117,10120,1,"TransformerWinding","","Closed","Closed","NO",10117,0.00690194668984875,0.042811343253098,0,0,0,"YES"
10275,10117,1,"Line","","Closed","Closed","NO",10275,0.00930173571123326,0.0152867600484157,0.0293117208671469,0,30.518497467041,"YES"
10799,10117,1,"Line","","Closed","Closed","NO",10799,0.00581393387354732,0.0113154307279922,0.0169161412063684,0,18.905143737793,"YES"
10893,10117,1,"Line","","Closed","Closed","NO",10893,0.00565038559730483,0.00933675119751686,0.0152224521908085,0,17.3869247436523,"YES"
10118,10120,1,"TransformerWinding","","Closed","Closed","NO",10118,-0.000585578962241427,-0.00363222893612778,0,0,0,"YES"
10118,10186,1,"Line","","Closed","Closed","NO",10118,0.024348839230538,0.0178230962930538,0.000578018009908184,0,5.06692218780518,"YES"
10118,10244,1,"Line","","Closed","Closed","NO",10118,0.0233933532273463,0.0230708272420976,0.00403375147648431,0,12.8200960159302,"YES"
10118,10300,1,"Line","","Closed","Closed","NO",10118,0.0331035392276381,0.0343816604341088,0.00121350540852363,0,10.5343627929688,"YES"
10119,10120,1,"TransformerWinding","","Closed","Closed","NO",10119,0.0386186630966996,0.239543542244455,0,0,0,"YES"
10121,10122,1,"Line","","Closed","Closed","NO",10121,0.00171451002098195,0.00130132247287745,0,0,0,"YES"
10121,10124,1,"Line","","Closed","Closed","NO",10121,0.019205140458146,0.016138242761475,0.000557712952940213,0,4.35867023468018,"YES"
10121,10325,1,"Line","","Closed","Closed","NO",10121,0.0347916681184973,0.0330976957731847,0.00448519319646832,0,19.2111167907715,"YES"
10123,10124,1,"Line","","Closed","Closed","NO",10123,0.00154514066513726,0.00132335607845112,0,0,0,"YES"
10123,10125,1,"Line","","Closed","Closed","NO",10123,0.00168624817020171,0.00130897780906366,0,0,0,"YES"
10123,10126,1,"Line","","Closed","Closed","NO",10123,0.00190162899360659,0.00124465350764256,0,0,0,"YES"
10127,10730,1,"Line","","Closed","Closed","NO",10127,0.00856437730124514,0.0168976024543342,0.0230851509256493,0,29.4246654510498,"YES"
10838,10127,1,"Line","","Closed","Closed","NO",10838,0.00705620705555382,0.0131396497444695,0.0161420753012435,0,21.2669219970703,"YES"
10128,10138,1,"Line","","Closed","Closed","NO",10128,0.0304357478418679,0.0302015434775879,0.000886266456390481,0,7.68834352493286,"YES"
10129,13285,1,"Line","","Closed","Closed","NO",10129,0.00467519670173503,0.00498765713556077,0.000134784452128637,0,1.2154016494751,"YES"
10129,13310,1,"Line","","Closed","Closed","NO",10129,0.0149142100897018,0.0143243446567762,0.000332796236664293,0,3.44962596893311,"YES"
13314,10129,1,"Line","","Closed","Closed","NO",13314,0.0042994196258065,0.00474937452963012,0.000641889242979251,0,2.77698874473572,"YES"
10130,10147,1,"Line","","Closed","Closed","NO",10130,0.00451536639970219,0.0042027998998405,0.00105278298024382,0,3.22572159767151,"YES"
13312,10130,1,"Line","","Closed","Closed","NO",13312,0.0123628183428922,0.0130594689738067,0.000191218614548194,0,2.40398192405701,"YES"
10131,10132,1,"Line","","Closed","Closed","NO",10131,0.00186573921469247,0.00132731297197945,0,0,0,"YES"
10178,10131,1,"Line","","Closed","Closed","NO",10178,0.0161482789653689,0.0158922200068054,0.000430298782117896,0,3.86556959152222,"YES"
10131,13300,1,"Line","","Closed","Closed","NO",10131,0.00738300899765916,0.00702377804085995,0.000528947775244418,0,2.7664589881897,"YES"
10133,10134,1,"Line","","Closed","Closed","NO",10133,0.00211290920055764,0.00118313591311208,0,0,0,"YES"
10135,10136,1,"Line","","Closed","Closed","NO",10135,0.00187621039642674,0.00131950112051455,0,0,0,"YES"
10136,10210,1,"Line","","Closed","Closed","NO",10136,0.0331509543753528,0.0261585906252594,0.00249600181306206,0,12.5659961700439,"YES"
10136,11028,1,"Line","","Closed","Closed","NO",10136,0.0227315590867697,0.0200829725109471,0.000747444836664482,0,5.87021446228027,"YES"
10138,10199,1,"Line","","Closed","Closed","NO",10138,0.038702123451159,0.0306782702881301,0.00129391279293908,0,9.41237640380859,"YES"
10139,10154,1,"Line","","Closed","Closed","NO",10139,0.00324475990962889,0.00337880876104744,7.41492827103266e-05,0,0.798238277435303,"YES"
10139,10154,2,"Line","","Closed","Closed","NO",10139,0.00324475990962889,0.00337880876104744,7.41492827103266e-05,0,0.798238277435303,"YES"
10197,10139,1,"Line","","Closed","Closed","NO",10197,0.00883667807936639,0.00768910549466679,0.000317983181923911,0,2.57833123207092,"YES"
10197,10139,2,"Line","","Closed","Closed","NO",10197,0.00883667807936639,0.00768910549466679,0.000317983181923911,0,2.57833123207092,"YES"
10140,10141,1,"Line","","Closed","Closed","NO",10140,0.0019461946310921,0.00131535761261549,0,0,0,"YES"
10140,10143,1,"Line","","Closed","Closed","NO",10140,0.0187004706825387,0.0154610576031362,0.00039079082938137,0,3.81875872612,"YES"
10142,10143,1,"Line","","Closed","Closed","NO",10142,0.0019324721977019,0.00130512833585053,0,0,0,"YES"
10142,10144,1,"Line","","Closed","Closed","NO",10142,0.00196439922552613,0.00124863969762049,0,0,0,"YES"
10160,10143,1,"Line","","Closed","Closed","NO",10160,0.0339804331921517,0.0266218137791424,0.000998833766788466,0,8.21096324920654,"YES"
10145,10190,1,"Line","","Closed","Closed","NO",10145,0.00518231819769976,0.00611390148393051,0.00068826502420333,0,3.07909154891968,"YES"
