"BusNum","BusName","BusNomVolt","BusSlack","Bus:B1","BusG:1","BusPUVolt","BusAngle","DCLossMultiplier","AreaNum","ZoneNum","BANumber","OwnerNum","SubNum","Latitude","Longitude"
10052,"EASTSOUND 2",0.180392156862745,"NO ",0,0,0.929520370173174,-40.8259562675743,1,1,1,1,1,0.125340429253179,48.551369,-122.945471
10053,"OLYMPIA 7 1",0.180392156862745,"NO ",0,0,0.941740004478147,-33.6816282885612,1,1,1,1,1,0.12535292206981,47.07451,-122.851909
10054,"PORT TOWNSEND 1",0.180392156862745,"NO ",0,0,0.921338589492187,-41.0585559185656,1,1,1,1,1,0.12536541488644,48.014285,-122.891256
10055,"TENINO 1",0.180392156862745,"NO ",0,0,0.941575114310435,-34.7469264711782,1,1,1,1,1,0.125377907703071,46.921779,-122.807053
10056,"TENINO 2",0.180392156862745,"NO ",0,0,0.941668808881531,-34.7380680548649,1,1,1,1,1,0.125377907703071,46.921779,-122.807053
10057,"LACEY 1 1",0.450980392156863,"NO ",0,0,0.945452238251861,-32.3013171421726,1,1,1,1,1,0.125390400519701,46.989224,-122.722181
10058,"LACEY 1 2",0.180392156862745,"NO ",0,0,0.937523760793683,-34.6707662485927,1,1,1,1,1,0.125390400519701,46.989224,-122.722181
10059,"LACEY 1 3",0.450980392156863,"NO ",0,0,0.946156336359496,-32.2052620536696,1,1,1,1,1,0.125390400519701,46.989224,-122.722181
10060,"LACEY 2 1",0.180392156862745,"NO ",0,0,0.935457200538826,-34.7555744415635,1,1,1,1,1,0.125402893336332,47.003041,-122.790649
10061,"OLYMPIA 8 1",0.180392156862745,"NO ",0,0,0.941025048038642,-38.0729552609772,1,1,1,1,1,0.125415386152962,47.183907,-122.751958
10062,"BREMERTON 1 1",0.180392156862745,"NO ",0,0,0.935967002867202,-39.8698498435038,1,1,1,1,1,0.125427878969592,47.527615,-122.808739
10063,"BREMERTON 1 2",0.180392156862745,"NO ",0,0,0.936134941852529,-39.8507440353243,1,1,1,1,1,0.125427878969592,47.527615,-122.808739
10064,"BREMERTON 1 3",0.180392156862745,"NO ",0,0,0.935786992710604,-39.8910087937682,1,1,1,1,1,0.125427878969592,47.527615,-122.808739
10065,"BREMERTON 2 1",0.180392156862745,"NO ",0,0,0.935212123588723,-39.7029870014586,1,1,1,1,1,0.125440371786223,47.529584,-122.878157
10066,"BREMERTON 2 2",0.0180392159356011,"NO ",0,0,0.935212123588723,-39.7029870014586,1,1,1,1,1,0.125440371786223,47.529584,-122.878157
10067,"BREMERTON 2 3",0.0180392159356011,"NO ",0,0,0.935212123588723,-39.7029870014586,1,1,1,1,1,0.125440371786223,47.529584,-122.878157
10068,"BREMERTON 2 4",0.00130718954248366,"NO ",0,0,0.935212123588723,-39.7029870014586,1,1,1,1,1,0.125440371786223,47.529584,-122.878157
10069,"KELSO 1",0.180392156862745,"NO ",0,0,0.928759930002077,-33.0150706884782,1,1,1,1,1,0.125452864602853,46.085364,-122.840287
10070,"LAKEBAY 1 1",0.180392156862745,"NO ",0,0,0.939178931416656,-39.0192089230708,1,1,1,1,1,0.125465357419484,47.362299,-122.738564
10071,"OLYMPIA 9 1",0.180392156862745,"NO ",0,0,0.940715306183066,-35.0094187045264,1,1,1,1,1,0.125477850236114,46.894636,-122.715309
10072,"OLYMPIA 10 1",0.180392156862745,"NO ",0,0,0.935483744784077,-35.0995119720333,1,1,1,1,1,0.125490343052745,47.014227,-122.693409
10073,"OLYMPIA 10 2",0.180392156862745,"NO ",0,0,0.935174235974842,-35.1202060710783,1,1,1,1,1,0.125490343052745,47.014227,-122.693409
10074,"KALAMA 1",0.180392156862745,"NO ",0,0,0.930140385327388,-33.3661673966392,1,1,1,1,1,0.125502835869375,46.01917,-122.766896
10075,"KALAMA 2",0.180392156862745,"NO ",0,0,0.930063989540484,-33.3745690912119,1,1,1,1,1,0.125502835869375,46.01917,-122.766896
10076,"GIG HARBOR 1 1",0.180392156862745,"NO ",0,0,0.939540493375748,-38.1745058817271,1,1,1,1,1,0.125515328686006,47.303869,-122.788291
10077,"VANCOUVER 1 1",0.180392156862745,"NO ",0,0,0.941205864044446,-34.860030076985,1,1,1,1,1,0.125527821502636,45.737883,-122.690951
10078,"SILVERDALE 1 1",0.450980392156863,"NO ",0,0,0.946774480814463,-34.3046465713883,1,1,1,1,1,0.125540314319266,47.707403,-122.657776
10079,"SILVERDALE 1 2",0.180392156862745,"NO ",0,0,0.937599757339445,-38.1946352194431,1,1,1,1,1,0.125540314319266,47.707403,-122.657776
10080,"SILVERDALE 1 3",0.0313725490196078,"NO ",0,0,0.93215090284602,-43.7587497246117,1,1,1,1,1,0.125540314319266,47.707403,-122.657776
10081,"SILVERDALE 1 4",0.00130718954248366,"NO ",0,0,0.93215090284602,-43.7587497246117,1,1,1,1,1,0.125540314319266,47.707403,-122.657776
10082,"SILVERDALE 2 1",0.180392156862745,"NO ",0,0,0.935575339893482,-39.0619513185827,1,1,1,1,1,0.125552807135897,47.760082,-122.714947
10083,"SILVERDALE 2 2",0.180392156862745,"NO ",0,0,0.935435344905234,-39.0736557789917,1,1,1,1,1,0.125552807135897,47.760082,-122.714947
10084,"BLAINE 1 1",0.180392156862745,"NO ",0,0,0.94452724479376,-38.1475050505359,1,1,1,1,1,0.125565299952527,48.90002,-122.771906
10085,"BLAINE 1 2",0.180392156862745,"NO ",0,0,0.944383243883367,-38.172811790073,1,1,1,1,1,0.125565299952527,48.90002,-122.771906
10086,"BLAINE 1 3",0.180392156862745,"NO ",0,0,0.944655288550985,-38.125975723667,1,1,1,1,1,0.125565299952527,48.90002,-122.771906
10087,"PORT LUDLOW 1",0.180392156862745,"NO ",0,0,0.93169281066348,-39.8394591546995,1,1,1,1,1,0.125577792769158,47.948064,-122.682373
10088,"PORT ORCHARD 1 1",0.180392156862745,"NO ",0,0,0.944010922931833,-39.3740799745135,1,1,1,1,1,0.125590285585788,47.503239,-122.613847
10089,"PORT ORCHARD 1 2",0.180392156862745,"NO ",0,0,0.943893765970456,-39.3936911233834,1,1,1,1,1,0.125590285585788,47.503239,-122.613847
10090,"PORT ORCHARD 2 1",0.180392156862745,"NO ",0,0,0.938990689087405,-39.4454120548525,1,1,1,1,1,0.125602778402419,47.402287,-122.62162
10091,"RIDGEFIELD 1",0.180392156862745,"NO ",0,0,0.940647719231445,-33.7167359544222,1,1,1,1,1,0.125615271219049,45.836308,-122.686474
10092,"VANCOUVER 2 1",0.180392156862745,"NO ",0,0,0.940155426041503,-34.967719731371,1,1,1,1,1,0.125627764035679,45.715947,-122.65166
10093,"VANCOUVER 3 1",0.180392156862745,"NO ",0,0,0.939231899409336,-35.7039759895462,1,1,1,1,1,0.12564025685231,45.657239,-122.774639
10094,"STEILACOOM 1",0.180392156862745,"NO ",0,0,0.939572025508821,-38.3680174362612,1,1,1,1,1,0.12565274966894,47.308091,-122.670377
10095,"STEILACOOM 2",0.180392156862745,"NO ",0,0,0.939651155226835,-38.3581008895807,1,1,1,1,1,0.12565274966894,47.308091,-122.670377
10096,"STEILACOOM 3",0.180392156862745,"NO ",0,0,0.939497601156419,-38.3778588011383,1,1,1,1,1,0.12565274966894,47.308091,-122.670377
10097,"WOODLAND 1 1",0.180392156862745,"NO ",0,0,0.941514099967325,-34.2301271550522,1,1,1,1,1,0.125665242485571,46.035623,-122.567867
10098,"DUPONT 1",0.180392156862745,"NO ",0,0,0.936971560922857,-35.3097033731487,1,1,1,1,1,0.125677735302201,47.107435,-122.665041
10099,"DUPONT 2",0.180392156862745,"NO ",0,0,0.937080564132908,-35.2982165252017,1,1,1,1,1,0.125677735302201,47.107435,-122.665041
10100,"VANCOUVER 4 1",0.180392156862745,"NO ",0,0,0.948149388225175,-35.5408656832715,1,1,1,1,1,0.125690228118832,45.590932,-122.658372
10101,"VANCOUVER 4 2",0.180392156862745,"NO ",0,0,0.948291713119616,-35.5228300072985,1,1,1,1,1,0.125690228118832,45.590932,-122.658372
10102,"VANCOUVER 4 3",0.180392156862745,"NO ",0,0,0.947981677253944,-35.5607496945427,1,1,1,1,1,0.125690228118832,45.590932,-122.658372
10103,"VANCOUVER 5 1",0.180392156862745,"NO ",0,0,0.943112249249648,-35.4225255384015,1,1,1,1,1,0.125702720935462,45.637687,-122.615135
10104,"VANCOUVER 5 2",0.180392156862745,"NO ",0,0,0.942802256119106,-35.4523562065434,1,1,1,1,1,0.125702720935462,45.637687,-122.615135
10105,"VANCOUVER 5 3",0.180392156862745,"NO ",0,0,0.943413346305268,-35.3898238815078,1,1,1,1,1,0.125702720935462,45.637687,-122.615135
10106,"ANACORTES 1 1",0.180392156862745,"NO ",0,0,0.93468577763737,-39.7764607966901,1,1,1,1,1,0.125715213752093,48.591889,-122.692369
10107,"COUPEVILLE 1",0.180392156862745,"NO ",0,0,0.939611193946748,-37.6485319864786,1,1,1,1,1,0.125727706568723,48.120579,-122.580656
10108,"COUPEVILLE 2",0.180392156862745,"NO ",0,0,0.939681182636809,-37.6316021070997,1,1,1,1,1,0.125727706568723,48.120579,-122.580656
10109,"COUPEVILLE 3",0.180392156862745,"NO ",0,0,0.939611193946748,-37.6485319864786,1,1,1,1,1,0.125727706568723,48.120579,-122.580656
10110,"ONALASKA 1",0.180392156862745,"NO ",0,0,0.94563716070334,-33.8164211534899,1,1,1,1,1,0.125740199385353,46.651685,-122.651106
10111,"ONALASKA 2",0.180392156862745,"NO ",0,0,0.945703570403768,-33.809593028136,1,1,1,1,1,0.125740199385353,46.651685,-122.651106
10112,"RAINIER 1 1",0.180392156862745,"NO ",0,0,0.942554158110219,-34.4608543132273,1,1,1,1,1,0.125752692201984,46.817569,-122.648587
10113,"BREMERTON 3 1",0.180392156862745,"NO ",0,0,0.940875341668528,-38.9912827053859,1,1,1,1,1,0.125765185018614,47.720716,-122.702967
10114,"BREMERTON 3 2",0.180392156862745,"NO ",0,0,0.9406776105582,-39.0085579421241,1,1,1,1,1,0.125765185018614,47.720716,-122.702967
10115,"BREMERTON 4 1",0.180392156862745,"NO ",0,0,0.940140774931468,-38.9611819400935,1,1,1,1,1,0.125777677835245,47.566193,-122.641659
10116,"OAK HARBOR 1 1",0.180392156862745,"NO ",0,0,0.950275104632266,-33.81227783248,1,1,1,1,1,0.125790170651875,48.278086,-122.629676
10117,"OAK HARBOR 2 1",0.450980392156863,"NO ",0,0,0.951103503272413,-29.9739994201854,1,1,1,1,1,0.125802663468506,48.239452,-122.535175
10118,"OAK HARBOR 2 2",0.180392156862745,"NO ",0,0,0.950166994259561,-33.8389345064558,1,1,1,1,1,0.125802663468506,48.239452,-122.535175
10119,"OAK HARBOR 2 3",0.0180392159356011,"NO ",0,0,0.950299293633096,-34.1972797122671,1,1,1,1,1,0.125802663468506,48.239452,-122.535175
10120,"OAK HARBOR 2 4",0.00130718954248366,"NO ",0,0,0.950299293633096,-34.1972797122671,1,1,1,1,1,0.125802663468506,48.239452,-122.535175
10121,"POULSBO 1 1",0.180392156862745,"NO ",0,0,0.933380944545334,-38.9742381575813,1,1,1,1,1,0.125815156285136,47.798417,-122.684135
10122,"POULSBO 1 2",0.180392156862745,"NO ",0,0,0.933112553574105,-38.9940272825035,1,1,1,1,1,0.125815156285136,47.798417,-122.684135
10123,"POULSBO 2 1",0.180392156862745,"NO ",0,0,0.934232429181492,-38.7947510034141,1,1,1,1,1,0.125827649101766,47.753905,-122.657754
10124,"POULSBO 2 2",0.180392156862745,"NO ",0,0,0.934371177012063,-38.7730233108812,1,1,1,1,1,0.125827649101766,47.753905,-122.657754
10125,"POULSBO 2 3",0.180392156862745,"NO ",0,0,0.93408864297171,-38.8161673627143,1,1,1,1,1,0.125827649101766,47.753905,-122.657754
10126,"POULSBO 2 4",0.180392156862745,"NO ",0,0,0.934232429181492,-38.7947510034141,1,1,1,1,1,0.125827649101766,47.753905,-122.657754
10127,"BREMERTON 5 1",0.450980392156863,"NO ",0,0,0.934861061478405,-34.7854765190713,1,1,1,1,1,0.125840141918397,47.523122,-122.621887
10128,"BREMERTON 5 2",0.180392156862745,"NO ",0,0,0.949095407157187,-38.6783051466342,1,1,1,1,1,0.125840141918397,47.523122,-122.621887
10129,"VANCOUVER 6 1",0.180392156862745,"NO ",0,0,0.948853202838185,-35.3483355841809,1,1,1,1,1,0.125852634735027,45.575293,-122.627262
10130,"VANCOUVER 7 1",0.180392156862745,"NO ",0,0,0.936505268205872,-35.0845396323855,1,1,1,1,1,0.125865127551658,45.66948,-122.554274
10131,"VANCOUVER 8 1",0.180392156862745,"NO ",0,0,0.943435361575596,-35.3584061743954,1,1,1,1,1,0.125877620368288,45.637972,-122.606012
10132,"VANCOUVER 8 2",0.180392156862745,"NO ",0,0,0.943215784388355,-35.3828458893692,1,1,1,1,1,0.125877620368288,45.637972,-122.606012
10133,"GIG HARBOR 2 1",0.180392156862745,"NO ",0,0,0.939316333883701,-38.3188406936591,1,1,1,1,1,0.125890113184919,47.247669,-122.719248
10134,"GIG HARBOR 2 2",0.180392156862745,"NO ",0,0,0.93906201988171,-38.3575312182691,1,1,1,1,1,0.125890113184919,47.247669,-122.719248
10135,"FERNDALE 1 1",0.180392156862745,"NO ",0,0,0.945696224332083,-37.9298851067984,1,1,1,1,1,0.125902606001549,48.894594,-122.670048
10136,"FERNDALE 1 2",0.180392156862745,"NO ",0,0,0.94597360406813,-37.8940146553176,1,1,1,1,1,0.125902606001549,48.894594,-122.670048
10137,"LA CENTER 1",0.180392156862745,"NO ",0,0,0.940792219112093,-34.0685531848925,1,1,1,1,1,0.12591509881818,45.858366,-122.665919
10138,"GIG HARBOR 3 1",0.180392156862745,"NO ",0,0,0.939562119937616,-39.4761726588907,1,1,1,1,1,0.12592759163481,47.446707,-122.645322
10139,"TACOMA 1 1",0.180392156862745,"NO ",0,0,0.971634333082819,-36.369370031303,1,1,1,1,1,0.12594008445144,47.14958,-122.564598
10140,"PORT ORCHARD 3 1",0.180392156862745,"NO ",0,0,0.935932852420189,-38.999096867631,1,1,1,1,1,0.125952577268071,47.58678,-122.668386
10141,"PORT ORCHARD 3 2",0.180392156862745,"NO ",0,0,0.935665981370188,-39.0226241092112,1,1,1,1,1,0.125952577268071,47.58678,-122.668386
10142,"PORT ORCHARD 4 1",0.180392156862745,"NO ",0,0,0.933120644865412,-39.2669499631642,1,1,1,1,1,0.125965070084701,47.61453,-122.619903
10143,"PORT ORCHARD 4 2",0.180392156862745,"NO ",0,0,0.933229041547229,-39.2412988202026,1,1,1,1,1,0.125965070084701,47.61453,-122.619903
10144,"PORT ORCHARD 4 3",0.180392156862745,"NO ",0,0,0.933120644865412,-39.2669499631642,1,1,1,1,1,0.125965070084701,47.61453,-122.619903
10145,"VANCOUVER 9 1",0.180392156862745,"NO ",0,0,0.93464914756107,-34.5093401451468,1,1,1,1,1,0.125977562901332,45.746242,-122.55182
10146,"VANCOUVER 10 1",0.180392156862745,"NO ",0,0,0.935267404100137,-35.0158355450412,1,1,1,1,1,0.125990055717962,45.69711,-122.58396
10147,"VANCOUVER 10 2",0.180392156862745,"NO ",0,0,0.935444574657253,-34.9932532357611,1,1,1,1,1,0.125990055717962,45.69711,-122.58396
10148,"VANCOUVER 11 1",0.180392156862745,"NO ",0,0,0.940960808125472,-35.3926933488785,1,1,1,1,1,0.126002548534593,45.65664,-122.639884
10149,"OLALLA 1",0.180392156862745,"NO ",0,0,0.940402049656036,-39.5817350265991,1,1,1,1,1,0.126015041351223,47.498015,-122.66499
10150,"OLALLA 2",0.0235294117647059,"NO ",0,0,0.932476648345846,-40.4007524332614,1,1,1,1,1,0.126015041351223,47.498015,-122.66499
10151,"OLALLA 3",0.0235294117647059,"NO ",0,0,0.937047850396662,-40.727861033499,1,1,1,1,1,0.126015041351223,47.498015,-122.66499
10152,"OLALLA 4",0.00130718954248366,"NO ",0,0,0.939534763666525,-39.7289675842022,1,1,1,1,1,0.126015041351223,47.498015,-122.66499
10153,"UNIVERSITY PLACE 1",0.180392156862745,"NO ",0,0,0.939206534099707,-35.5216107776414,1,1,1,1,1,0.126027534167853,47.116226,-122.596147
10154,"LAKEWOOD 1 1",0.180392156862745,"NO ",0,0,0.970268951266022,-36.5101858642465,1,1,1,1,1,0.126040026984484,47.149182,-122.574993
10155,"LAKEWOOD 2 1",0.180392156862745,"NO ",0,0,0.937348057714343,-35.4798415334632,1,1,1,1,1,0.126052519801114,47.062117,-122.60658
10156,"LAKEWOOD 2 2",0.180392156862745,"NO ",0,0,0.937229484407713,-35.4991189030988,1,1,1,1,1,0.126052519801114,47.062117,-122.60658
10157,"TACOMA 2 1",0.180392156862745,"NO ",0,0,0.950637350242055,-38.6916611026856,1,1,1,1,1,0.126065012617745,47.240202,-122.529655
10158,"TACOMA 2 2",0.180392156862745,"NO ",0,0,0.949916287851512,-38.6628440236371,1,1,1,1,1,0.126065012617745,47.240202,-122.529655
10159,"TACOMA 3 1",0.180392156862745,"NO ",0,0,0.943748192037444,-38.6222254677277,1,1,1,1,1,0.126077505434375,47.290448,-122.559911
10160,"BAINBRIDGE ISLAND 1",0.180392156862745,"NO ",0,0,0.930255631174048,-39.1310096178626,1,1,1,1,1,0.126089998251006,47.628324,-122.493172
10161,"KINGSTON 1",0.180392156862745,"NO ",0,0,0.937351272656643,-41.4643565204976,1,1,1,1,1,0.126102491067636,47.802885,-122.53655
10162,"KINGSTON 2",0.180392156862745,"NO ",0,0,0.937226278501175,-41.4794939754079,1,1,1,1,1,0.126102491067636,47.802885,-122.53655
10163,"KINGSTON 3",0.180392156862745,"NO ",0,0,0.937466211003255,-41.4501458908636,1,1,1,1,1,0.126102491067636,47.802885,-122.53655
10164,"ROY 1 1",0.180392156862745,"NO ",0,0,0.938904250682537,-35.618254018516,1,1,1,1,1,0.126114983884267,47.092214,-122.584355
10165,"TACOMA 4 1",0.180392156862745,"NO ",0,0,0.932094128183017,-39.7738445664235,1,1,1,1,1,0.126127476700897,47.378945,-122.463676
10166,"TACOMA 4 2",0.180392156862745,"NO ",0,0,0.931924686788307,-39.8038414871488,1,1,1,1,1,0.126127476700897,47.378945,-122.463676
10167,"VANCOUVER 12 1",0.180392156862745,"NO ",0,0,0.952063189327212,-35.1035357450226,1,1,1,1,1,0.126139969517527,45.575287,-122.60408
10168,"VANCOUVER 13 1",0.180392156862745,"NO ",0,0,0.946133420344112,-35.3116061746653,1,1,1,1,1,0.126152462334158,45.620524,-122.539567
10169,"LAKEWOOD 3 1",0.180392156862745,"NO ",0,0,0.940798570079827,-35.7330856870201,1,1,1,1,1,0.126164955150788,47.074646,-122.485923
10170,"LAKEWOOD 3 2",0.180392156862745,"NO ",0,0,0.940755749729202,-35.741175973303,1,1,1,1,1,0.126164955150788,47.074646,-122.485923
10171,"TACOMA 5 1",0.180392156862745,"NO ",0,0,0.9345099778204,-38.6135590411482,1,1,1,1,1,0.126177447967419,47.281161,-122.418651
10172,"BATTLE GROUND 1 1",0.180392156862745,"NO ",0,0,0.937972660030725,-34.0457636024033,1,1,1,1,1,0.126189940784049,45.763011,-122.424292
10173,"BATTLE GROUND 1 2",0.180392156862745,"NO ",0,0,0.938117907331227,-34.0214282373467,1,1,1,1,1,0.126189940784049,45.763011,-122.424292
10174,"BATTLE GROUND 1 3",0.180392156862745,"NO ",0,0,0.93781977716639,-34.0718437211493,1,1,1,1,1,0.126189940784049,45.763011,-122.424292
10175,"BATTLE GROUND 2 1",0.180392156862745,"NO ",0,0,0.939386162107967,-33.4045562705516,1,1,1,1,1,0.12620243360068,45.882409,-122.529147
10176,"BATTLE GROUND 2 2",0.180392156862745,"NO ",0,0,0.939618114184776,-33.3799868363247,1,1,1,1,1,0.12620243360068,45.882409,-122.529147
